,cim,count
257,F500,3986
258,F501,379
259,F502,454
260,F503,55
261,F504,73
262,F505,287
263,F508,605
264,F509,120
265,F510,122
266,F511,63
267,F512,67
268,F513,20
269,F514,46
270,F515,0
271,F518,26
272,F519,327
273,F520,20
274,F521,0
275,F522,19
276,F523,0
277,F525,0
278,F526,0
279,F527,0
280,F528,0
281,F529,0
282,F530,68
283,F531,26
284,F538,0
285,F539,0
286,F600,174
287,F601,67
288,F602,144
289,F603,801
290,F604,228
291,F605,76
292,F606,64
293,F607,195
294,F608,323
295,F609,1094
296,F620,0
297,F621,14
298,F628,14
299,F629,0
300,F630,96
301,F632,0
302,F633,0
303,F638,115
304,F639,132
305,F640,543
306,F641,0
307,F642,0
308,F648,0
309,F649,0
310,F650,0
311,F652,0
312,F654,0
313,F658,0
314,F662,0
315,F668,0
316,F669,0
317,F680,46
318,F681,94
319,F688,3175
320,F700,158
321,F701,129
322,F708,34
323,F709,95
324,F710,147
325,F711,195
326,F718,25
327,F719,49
328,F720,27
329,F721,41
330,F728,20
331,F729,19
332,F730,11
333,F731,42
334,F738,20
335,F739,21
336,F780,18
337,F781,11
338,F788,13
339,F789,0
340,F790,55
341,F791,37
342,F798,37
343,F799,121
344,F800,44
345,F801,592
346,F802,171
347,F803,17
348,F808,398
349,F809,328
350,F810,556
351,F811,65
352,F812,32
353,F813,283
354,F818,434
355,F819,517
356,F840,575
357,F841,129
358,F842,58
359,F843,23
360,F844,19
361,F845,24
362,F848,176
363,F849,232
364,F900,1702
365,F901,89
366,F908,56
367,F909,61
368,F910,569
369,F911,814
370,F912,108
371,F913,429
372,F918,1069
373,F919,1013
374,F920,1224
375,F928,456
376,F929,137
377,F930,169
378,F931,93
379,F932,141
380,F933,0
381,F938,150
382,F939,133
383,F940,104
384,F941,177
385,F942,29
386,F948,212
387,F949,68
388,F950,0
389,F951,29
390,F952,79
391,F958,18
392,F959,0
393,F980,16
394,F981,133
395,F982,402
396,F983,0
397,F984,22
398,F985,14
399,F986,0
400,F988,711
401,F989,1203
402,G000,70
403,G001,574
404,G002,234
405,G003,122
406,G008,303
407,G009,462
408,G020,941
409,G021,17
410,G028,18
411,G030,560
412,G031,97
413,G032,15
414,G038,327
415,G039,573
416,G040,151
417,G041,13
418,G042,210
419,G048,1064
420,G049,1273
421,G050,100
422,G051,471
423,G052,121
424,G058,298
425,G060,930
426,G061,218
427,G062,131
428,G110,13
429,G111,223
430,G112,399
431,G113,0
432,G114,174
433,G118,79
434,G119,364
435,G120,49
436,G121,77
437,G122,3432
438,G128,38
439,G129,50
440,G130,178
441,G131,225
442,G138,29
443,G210,258
444,G211,315
445,G212,19
446,G213,0
447,G214,142
448,G218,256
449,G219,99
450,G230,29
451,G231,612
452,G232,177
453,G238,407
454,G239,78
455,G240,374
456,G241,221
457,G242,539
458,G243,10914
459,G244,1861
460,G245,15910
461,G248,4337
462,G249,1884
463,G250,871
464,G251,180
465,G252,369
466,G253,682
467,G254,20
468,G255,195
469,G256,30
470,G258,1491
471,G259,1053
472,G300,459
473,G301,3338
474,G308,647
475,G309,2534
476,G310,827
477,G311,429
478,G312,1058
479,G318,2911
480,G319,430
481,G320,31
482,G328,241
483,G360,249
484,G368,119
485,G369,133
486,G370,21
487,G371,35
488,G372,38
489,G373,258
490,G374,0
491,G375,0
492,G378,515
493,G379,424
494,G400,1774
495,G401,4690
496,G402,5543
497,G403,10978
498,G404,7057
499,G405,3876
500,G406,3516
501,G407,479
502,G408,5683
503,G409,17613
504,G410,4113
505,G411,409
506,G412,1244
507,G418,1350
508,G419,2481
509,G430,1943
510,G431,5581
511,G432,1407
512,G433,561
513,G438,1568
514,G439,3966
515,G440,710
516,G441,367
517,G442,2279
518,G443,257
519,G444,317
520,G448,623
521,G450,1454
522,G451,3899
523,G452,1335
524,G453,765
525,G454,4188
526,G458,11985
527,G459,18045
528,G460,232
529,G461,29
2,G462,45
3,G463,110
4,G464,515
5,G465,88
6,G466,21
7,G467,422
8,G468,194
9,G470,220
10,G471,251
11,G472,233
12,G473,6697
13,G474,79
14,G478,189
15,G479,257
16,G500,1763
17,G501,525
18,G508,102
19,G509,31
20,G510,3953
21,G511,29
22,G512,19
23,G513,13903
24,G514,0
25,G518,1762
26,G519,259
27,G520,0
28,G521,81
29,G522,315
30,G523,20
31,G527,83
32,G528,182
33,G530,213
34,G531,23
35,G532,18
36,G533,33
37,G538,35
38,G540,908
39,G541,90
40,G542,376
41,G543,23
42,G544,430
43,G545,93
44,G546,65
45,G547,0
46,G548,468
47,G550,460
48,G551,24644
49,G552,4056
50,G553,7014
51,G558,453
52,G560,125189
53,G561,1214
54,G562,12513
55,G563,848
56,G564,32
57,G568,481
58,G569,24
59,G570,542
60,G571,134
61,G572,606
62,G573,533
63,G574,61
64,G575,245
65,G576,5046
66,G578,388
67,G579,26
68,G580,697
69,G587,56
70,G588,452
71,G589,63
72,G590,69
73,G598,23
74,G600,317
75,G601,0
76,G602,31
77,G603,358
78,G608,246
79,G609,84
80,G610,2094
81,G611,30
82,G618,1310
83,G619,453
84,G620,158
85,G621,747
86,G622,70
87,G628,1756
88,G629,1033
89,G630,92
90,G631,97
91,G632,1202
92,G633,53
93,G634,85
94,G635,58
95,G636,27
96,G638,300
97,G700,2064
98,G701,0
99,G702,20
100,G708,126
101,G709,77
102,G710,554
103,G711,339
104,G712,266
105,G713,181
106,G718,42
107,G719,33
108,G720,59
109,G721,0
110,G722,0
111,G723,29
112,G724,145
113,G728,229
114,G729,294
115,G730,0
116,G731,18
117,G732,11
118,G733,13
119,G735,0
120,G736,32
121,G737,60
122,G800,820
123,G801,965
124,G802,674
125,G803,76
126,G804,0
127,G808,146
128,G809,203
129,G811,6454
130,G819,2189
131,G820,387
132,G821,1548
133,G822,610
134,G823,205
135,G824,1416
136,G825,368
137,G830,87
138,G831,1015
139,G832,1085
140,G833,50
141,G834,578
142,G838,214
143,G839,160
144,G900,228
145,G901,50
146,G902,133
147,G903,230
148,G904,0
149,G908,300
150,G909,49
151,G910,690
152,G911,970
153,G912,3001
154,G913,91
155,G918,525
156,G919,499
157,G930,608
158,G931,997
159,G932,1395
160,G933,277
161,G934,1083
162,G935,403
163,G936,1310
164,G937,0
165,G938,888
166,G940,30
167,G941,347
168,G942,93
169,G948,256
170,G950,294
171,G951,263
172,G952,1562
173,G958,478
174,G960,623
175,G961,284
176,G968,202
177,G970,339
178,G971,1639
179,G972,35
180,G979,21
181,G990,489
182,G991,17
183,G992,1194
184,G998,77
185,H000,386
186,H001,3846
187,H010,53
188,H011,27
189,H018,257
190,H019,56
191,H020,5859
192,H021,7104
193,H022,324
194,H023,3930
195,H024,6840
196,H025,625
197,H026,1031
198,H027,110
199,H028,2118
200,H029,184
201,H031,44
202,H038,39
203,H040,137
204,H041,223
205,H042,1517
206,H043,523
207,H044,726
208,H045,5155
209,H046,164
210,H048,468
211,H049,34
212,H050,448
213,H051,86
214,H052,246
215,H053,72
216,H054,245
217,H055,33
218,H058,323
219,H060,0
220,H062,1144
221,H063,24
222,H100,111
223,H101,21
224,H102,36
225,H103,111
226,H104,58
227,H105,19
228,H108,68
229,H109,81
230,H110,9241
231,H111,339
232,H112,98
233,H113,119
234,H114,265
235,H118,486
236,H119,73
237,H130,0
238,H131,22
239,H132,0
240,H133,19
241,H138,22
242,H150,131
243,H151,30
244,H158,60
245,H159,0
246,H160,1911
247,H161,58
248,H162,84
249,H163,2813
250,H164,54
251,H168,151
252,H169,116
253,H170,0
254,H171,108
255,H178,387
256,H179,81
257,H180,11
258,H181,608
259,H182,385
260,H183,115
261,H184,790
262,H185,868
263,H186,2906
264,H187,83
265,H188,813
266,H189,148
267,H190,28
268,H191,200
269,H192,450
270,H193,48
271,H198,20
272,H200,729
273,H201,160
274,H202,0
275,H208,266
276,H209,318
277,H210,205
278,H211,34
279,H212,0
280,H213,27
281,H214,15
282,H215,258
283,H218,174
284,H219,16
285,H220,116
286,H221,98
287,H228,22
288,H250,130144
289,H251,260946
290,H252,3370
291,H258,91917
292,H259,91849
293,H260,81618
294,H261,995
295,H262,3831
296,H263,248
297,H264,399
298,H268,60166
299,H269,55937
300,H270,653
301,H271,1916
302,H278,275
303,H279,42
304,H280,8464
305,H281,88
306,H282,167
307,H288,35
308,H300,112
309,H301,125
310,H302,400
311,H308,86
312,H309,237
313,H310,111
314,H311,0
315,H312,0
316,H313,136
317,H314,92
318,H318,55
319,H319,0
320,H328,13
321,H330,16164
322,H331,57
323,H332,2672
324,H333,739
325,H334,2628
326,H335,2561
327,H340,27
328,H341,860
329,H342,204
330,H348,290
331,H349,100
332,H350,1604
333,H351,123
334,H352,375
335,H353,11986
336,H354,88
337,H355,102
338,H356,372
339,H357,175
340,H358,4069
341,H359,82
342,H360,1664
343,H368,54
344,H400,1117
345,H401,7889
346,H402,1738
347,H403,197
348,H404,317
349,H405,1292
350,H406,38
351,H408,1908
352,H409,2034
353,H420,69
354,H428,46
355,H430,15
356,H431,2884
357,H432,246
358,H433,1520
359,H438,1360
360,H439,68
361,H440,758
362,H441,753
363,H442,30
364,H443,22
365,H444,82
366,H445,507
367,H446,0
368,H447,136
369,H448,205
370,H450,263
371,H451,33
372,H458,37
373,H470,493
374,H471,456
375,H472,62
376,H473,32
377,H474,0
378,H475,0
379,H476,0
380,H480,0
381,H481,438
382,H488,17
383,H490,573
384,H491,394
385,H492,697
386,H493,17
387,H494,14
388,H498,245
389,H499,90
390,H500,5071
391,H501,3716
392,H502,605
393,H503,55
394,H504,30
395,H505,94
396,H506,209
397,H508,2277
398,H509,1189
399,H510,23
400,H511,26
401,H512,59
402,H518,82
403,H519,36
404,H520,30
405,H521,150
406,H522,154
407,H523,12
408,H524,14
409,H525,11
410,H526,0
411,H527,0
412,H530,39
413,H531,223
414,H532,2082
415,H533,95
416,H534,599
417,H535,11
418,H536,0
419,H538,725
420,H539,329
421,H540,144
422,H541,84
423,H542,138
424,H543,21
425,H544,207
426,H545,123
427,H546,79
428,H549,101
429,H570,161
430,H571,271
431,H578,297
432,H580,0
433,H581,29
434,H588,87
435,H590,353
436,H598,649
437,H600,333
438,H601,130
439,H602,406
440,H603,258
441,H604,446
442,H605,185
443,H608,181
444,H609,196
445,H610,491
446,H611,761
447,H612,601
448,H613,482
449,H618,1016
450,H620,13
451,H621,16
452,H622,26
453,H623,0
454,H624,0
455,H628,26
456,H650,2413
457,H651,2066
458,H652,37909
459,H653,8477
460,H654,7419
461,H659,2350
462,H660,2661
463,H661,658
464,H662,194
465,H663,619
466,H664,324
467,H669,1928
468,H670,11
469,H671,18
470,H678,14
471,H680,66
472,H681,22
473,H690,12
474,H698,17
475,H699,0
476,H700,704
477,H701,112
478,H702,0
479,H708,52
480,H709,38
481,H720,2657
482,H721,170
483,H722,749
484,H728,3664
485,H729,1804
486,H730,35
487,H731,69
488,H738,950
489,H740,331
490,H741,484
491,H742,251
492,H743,516
493,H744,66
494,H748,170
495,H750,0
496,H758,0
497,H800,1442
498,H801,511
499,H802,69
500,H808,847
501,H809,1029
502,H810,2079
503,H811,7993
504,H812,3301
505,H813,12320
506,H814,1409
507,H818,1932
508,H819,1150
509,H830,216
510,H831,194
511,H832,61
512,H833,41
513,H838,84
514,H900,770
515,H901,726
516,H902,712
517,H903,1341
518,H904,361
519,H905,473
520,H906,252
521,H907,137
522,H908,322
523,H910,13
524,H911,27
525,H912,1195
526,H913,15
527,H918,259
528,H919,545
529,H920,256
530,H921,253
531,H922,155
532,H930,0
533,H931,347
534,H932,31
535,H933,68
536,H938,68
537,H940,30
538,H948,0
539,H950,827
540,H951,23
541,H958,58
542,I010,26
543,I011,18
544,I012,0
545,I018,0
546,I019,0
547,I020,0
548,I029,0
549,I050,713
550,I051,319
551,I052,321
552,I058,29
553,I059,81
554,I060,730
555,I061,109
556,I062,85
557,I068,0
558,I069,20
559,I070,0
560,I071,112
561,I072,0
562,I078,0
563,I079,0
564,I080,261
565,I081,175
566,I082,14
567,I083,212
568,I088,0
569,I089,32
570,I090,0
571,I092,21
572,I098,0
573,I099,0
574,I110,5970
575,I119,1208
576,I120,1029
577,I129,110
578,I130,212
579,I131,190
580,I132,717
581,I139,93
582,I150,415
583,I151,191
584,I152,263
585,I158,275
586,I159,154
587,I200,34981
588,I201,1661
589,I208,28037
590,I209,9603
591,I230,39
592,I231,0
593,I232,63
594,I233,26
595,I234,11
596,I235,0
597,I236,82
598,I238,67
599,I240,4112
600,I241,90
601,I248,3013
602,I249,544
603,I250,699
604,I251,66355
605,I252,990
606,I253,272
607,I254,162
608,I255,28058
609,I256,19569
610,I258,15415
611,I259,1550
612,I260,6813
613,I269,33913
614,I270,3239
615,I271,47
616,I272,2924
617,I278,306
618,I279,651
619,I280,109
620,I281,25
621,I288,230
622,I300,2020
623,I301,1569
624,I308,2300
625,I309,3986
626,I310,55
627,I311,331
628,I312,493
629,I313,4002
630,I318,614
631,I319,685
632,I320,46
633,I321,26
634,I328,270
635,I330,6139
636,I339,427
637,I340,6569
638,I341,902
639,I342,599
640,I348,97
641,I349,90
642,I350,27424
643,I351,2925
644,I352,2226
645,I358,115
646,I359,294
647,I360,25
648,I361,377
649,I362,0
650,I368,12
651,I369,13
652,I370,46
653,I371,107
654,I372,15
655,I378,0
656,I379,0
657,I390,24
658,I391,30
659,I392,0
660,I393,0
661,I394,0
662,I398,28
663,I400,557
664,I401,229
665,I408,548
666,I409,1004
667,I410,19
668,I411,154
669,I412,18
670,I418,57
671,I420,13084
672,I421,919
673,I422,2107
674,I423,0
675,I424,25
676,I425,221
677,I426,232
678,I427,105
679,I428,2201
680,I429,847
681,I430,0
682,I431,209
683,I432,0
684,I438,105
685,I440,2056
686,I441,6502
687,I442,17264
688,I443,1332
689,I444,106
690,I445,30
691,I446,218
692,I447,1117
693,I450,92
694,I451,562
695,I452,319
696,I453,655
697,I454,39
698,I455,2405
699,I456,2193
700,I458,1133
701,I459,762
702,I460,5398
703,I461,399
704,I469,3328
705,I470,332
706,I471,18027
707,I472,7118
708,I479,2286
709,I480,40456
710,I481,29907
711,I482,14899
712,I483,10820
713,I484,2406
714,I489,22050
715,I490,1527
716,I491,759
717,I492,109
718,I493,3199
719,I494,653
720,I495,14231
721,I498,3820
722,I499,1956
723,I500,119197
724,I501,91776
725,I509,22153
726,I510,126
727,I511,97
728,I512,0
729,I513,681
730,I514,375
731,I515,23
732,I517,354
733,I518,292
734,I520,0
735,I521,0
736,I528,35
737,I600,271
738,I601,692
739,I602,957
740,I603,244
741,I604,180
742,I605,61
743,I606,329
744,I607,594
745,I608,3010
746,I609,1050
747,I610,5149
748,I611,3045
749,I612,1436
750,I613,767
751,I614,1003
752,I615,1612
753,I616,799
754,I618,3178
755,I619,4105
756,I620,5063
757,I621,131
758,I629,992
759,I630,3590
760,I631,2152
761,I632,4449
762,I633,16509
763,I634,12435
764,I635,20360
765,I636,198
766,I638,13520
767,I639,20085
768,I650,266
769,I651,73
770,I652,18613
771,I653,518
772,I658,211
773,I659,57
774,I660,187
775,I661,28
776,I662,27
777,I663,45
778,I664,51
779,I668,48
780,I669,83
781,I670,329
782,I671,5141
783,I672,624
784,I673,570
785,I674,429
786,I675,84
787,I676,361
788,I677,219
789,I678,775
790,I680,345
791,I681,0
792,I682,37
793,I688,28
794,I701,1606
795,I710,2946
796,I711,316
797,I712,3109
798,I713,1082
799,I714,8932
800,I715,102
801,I716,418
802,I718,171
803,I719,179
804,I720,696
805,I721,934
806,I722,326
807,I723,1189
808,I724,3307
809,I725,61
810,I726,138
811,I728,1048
812,I729,59
813,I730,652
814,I731,220
815,I738,631
816,I739,255
817,I740,922
818,I741,274
819,I742,5686
820,I743,41033
821,I744,1852
822,I745,9019
823,I748,956
824,I770,2218
825,I771,5695
826,I772,262
827,I773,138
828,I774,43
829,I775,74
830,I776,376
831,I778,984
832,I780,551
833,I781,302
834,I788,149
835,I790,73
836,I791,118
837,I792,969
838,I798,169
839,I800,1795
840,I801,2785
841,I802,9170
842,I803,2231
843,I808,2189
844,I809,141
845,I820,129
846,I821,29
847,I822,913
848,I823,122
849,I828,5246
850,I830,1928
851,I831,5852
852,I832,3940
853,I839,102844
854,I850,2434
855,I859,6122
856,I860,0
857,I861,4197
858,I862,919
859,I863,26
860,I864,297
861,I868,259
862,I870,220
863,I871,3504
864,I872,6517
865,I878,2056
866,I880,7931
867,I881,452
868,I888,383
869,I889,444
870,I890,1682
871,I891,567
872,I898,1794
873,I950,418
874,I951,15331
875,I952,2761
876,I958,1220
877,I959,940
878,I970,25
879,I971,120
880,I972,431
881,I978,240
882,I981,0
883,I982,4867
884,I983,1959
885,I988,55
886,J010,1642
887,J011,370
888,J012,1187
889,J013,342
890,J014,790
891,J018,406
892,J019,654
893,J020,1575
894,J028,1085
895,J029,7500
896,J030,408
897,J038,430
898,J039,2854
899,J040,7331
900,J041,268
901,J042,271
902,J050,283
903,J051,288
904,J060,149
905,J068,208
906,J069,137
907,J100,2978
908,J101,2193
909,J108,1164
910,J110,1326
911,J111,2804
912,J118,1871
913,J120,66
914,J121,685
915,J122,127
916,J123,131
917,J128,800
918,J129,1101
919,J150,1005
920,J151,3968
921,J152,2810
922,J153,243
923,J154,1091
924,J155,927
925,J156,1273
926,J157,1790
927,J158,13385
928,J159,31992
929,J160,292
930,J168,1002
931,J170,693
932,J171,239
933,J172,584
934,J173,266
935,J178,580
936,J180,31619
937,J181,31787
938,J182,638
939,J188,19968
940,J189,32333
941,J200,172
942,J201,532
943,J202,282
944,J203,0
945,J204,175
946,J205,443
947,J206,329
948,J207,0
949,J208,5775
950,J209,32757
951,J210,18875
952,J211,262
953,J218,3316
954,J219,28422
955,J300,462
956,J301,70
957,J302,0
958,J303,68
959,J304,116
960,J310,1749
961,J311,4360
962,J312,1863
963,J320,10424
964,J321,471
965,J322,2009
966,J323,554
967,J324,3336
968,J328,1345
969,J329,806
970,J330,3233
971,J331,2135
972,J338,4757
973,J339,310
974,J340,174
975,J341,997
976,J342,28517
977,J343,3072
978,J348,5057
979,J350,10363
980,J351,11249
981,J352,40559
982,J353,31744
983,J358,2245
984,J359,98
985,J370,864
986,J371,51
987,J380,1092
988,J381,2965
989,J382,720
990,J383,2400
991,J384,1234
992,J385,164
993,J386,799
994,J387,1081
995,J390,1022
996,J391,365
997,J392,1325
998,J393,297
999,J398,812
1000,J410,823
1001,J411,1304
1002,J418,255
1003,J430,0
1004,J431,148
1005,J432,488
1006,J438,739
1007,J439,1011
1008,J440,52957
1009,J441,30390
1010,J448,5716
1011,J449,1125
1012,J450,8162
1013,J451,5736
1014,J458,2324
1015,J459,34783
1016,J620,0
1017,J628,137
1018,J630,0
1019,J632,0
1020,J633,0
1021,J634,0
1022,J638,0
1023,J662,0
1024,J668,0
1025,J670,44
1026,J672,68
1027,J677,0
1028,J678,65
1029,J679,129
1030,J680,105
1031,J681,23
1032,J682,32
1033,J683,60
1034,J684,33
1035,J688,37
1036,J689,21
1037,J690,31202
1038,J691,38
1039,J698,1266
1040,J700,147
1041,J701,97
1042,J702,268
1043,J703,80
1044,J704,210
1045,J708,27
1046,J709,0
1047,J840,819
1048,J841,5898
1049,J848,2688
1050,J849,1828
1051,J850,95
1052,J851,1167
1053,J852,790
1054,J853,308
1055,J860,883
1056,J869,2408
1057,J920,126
1058,J929,305
1059,J930,1958
1060,J931,6973
1061,J938,2217
1062,J939,2828
1063,J940,149
1064,J941,21
1065,J942,738
1066,J948,415
1067,J950,992
1068,J951,108
1069,J952,168
1070,J953,19
1071,J954,112
1072,J955,658
1073,J958,290
1074,J960,14146
1075,J961,1548
1076,J969,260
1077,J980,2864
1078,J981,1385
1079,J982,314
1080,J984,740
1081,J985,453
1082,J988,729
1083,J990,44
1084,J991,279
1085,J998,128
1086,K000,39
1087,K001,1442
1088,K002,138
1089,K003,19
1090,K004,126
1091,K005,12
1092,K006,1845
1093,K007,57
1094,K008,359
1095,K009,49
1096,K010,214178
1097,K011,27538
1098,K020,439
1099,K021,4079
1100,K022,1313
1101,K023,870
1102,K024,86
1103,K025,455
1104,K028,17980
1105,K029,17995
1106,K030,164
1107,K031,45
1108,K032,260
1109,K033,122
1110,K034,0
1111,K035,162
1112,K036,562
1113,K037,0
1114,K038,1308
1115,K039,371
1116,K040,818
1117,K041,617
1118,K042,74
1119,K043,19
1120,K044,136
1121,K045,2983
1122,K046,1138
1123,K047,4233
1124,K048,7483
1125,K049,496
1126,K050,206
1127,K051,345
1128,K052,1001
1129,K053,3330
1130,K054,908
1131,K055,148
1132,K056,53
1133,K060,45
1134,K061,86
1135,K062,69
1136,K068,1270
1137,K069,65
1138,K070,1519
1139,K071,4555
1140,K072,3611
1141,K073,28494
1142,K074,216
1143,K075,738
1144,K076,788
1145,K078,746
1146,K079,87
1147,K080,133
1148,K081,345
1149,K082,238
1150,K083,2358
1151,K088,8410
1152,K090,823
1153,K091,366
1154,K092,1805
1155,K098,408
1156,K099,71
1157,K100,311
1158,K101,91
1159,K102,2049
1160,K103,121
1161,K108,415
1162,K110,14
1163,K111,140
1164,K112,2276
1165,K113,386
1166,K114,64
1167,K115,2254
1168,K116,808
1169,K117,763
1170,K118,695
1171,K119,57
1172,K120,349
1173,K121,365
1174,K122,5116
1175,K123,1064
1176,K130,379
1177,K131,56
1178,K132,773
1179,K134,69
1180,K135,56
1181,K136,76
1182,K137,2424
1183,K140,218
1184,K141,0
1185,K142,0
1186,K143,17
1187,K145,0
1188,K146,60
1189,K148,931
1190,K210,25583
1191,K219,37114
1192,K220,3653
1193,K221,8540
1194,K222,9457
1195,K223,274
1196,K224,580
1197,K225,1320
1198,K226,1242
1199,K227,19796
1200,K228,3040
1201,K231,0
1202,K250,3964
1203,K251,779
1204,K252,195
1205,K253,6217
1206,K254,1135
1207,K255,246
1208,K256,69
1209,K257,2119
1210,K259,4309
1211,K260,2708
1212,K261,956
1213,K262,157
1214,K263,2696
1215,K264,791
1216,K265,298
1217,K266,50
1218,K267,814
1219,K269,1326
1220,K270,384
1221,K271,70
1222,K272,23
1223,K273,173
1224,K274,191
1225,K275,46
1226,K276,20
1227,K277,84
1228,K279,152
1229,K280,286
1230,K281,84
1231,K282,16
1232,K283,181
1233,K284,54
1234,K285,32
1235,K286,22
1236,K287,110
1237,K289,135
1238,K290,1743
1239,K291,18195
1240,K292,441
1241,K293,41853
1242,K294,20296
1243,K295,52220
1244,K296,69595
1245,K297,4737
1246,K298,7832
1247,K299,1004
1248,K310,154
1249,K311,473
1250,K312,598
1251,K313,44
1252,K314,159
1253,K315,1302
1254,K316,1398
1255,K317,11247
1256,K318,6083
1257,K352,7708
1258,K353,22224
1259,K358,42236
1260,K380,89
1261,K381,215
1262,K382,11
1263,K383,0
1264,K388,600
1265,K400,671
1266,K401,57
1267,K402,21960
1268,K403,4977
1269,K404,381
1270,K409,117314
1271,K410,122
1272,K411,0
1273,K412,162
1274,K413,1322
1275,K414,246
1276,K419,2387
1277,K420,2972
1278,K421,309
1279,K429,28115
1280,K430,3629
1281,K431,299
1282,K432,20098
1283,K433,243
1284,K434,0
1285,K435,368
1286,K436,1095
1287,K437,91
1288,K439,18523
1289,K440,744
1290,K441,44
1291,K449,35407
1292,K450,310
1293,K451,26
1294,K458,1466
1295,K460,384
1296,K461,34
1297,K469,389
1298,K500,7901
1299,K501,4404
1300,K508,4640
1301,K509,7114
1302,K510,1632
1303,K512,2420
1304,K513,1962
1305,K514,1268
1306,K515,800
1307,K518,7039
1308,K519,8424
1309,K520,516
1310,K521,2384
1311,K522,738
1312,K523,5434
1313,K528,15750
1314,K529,17472
1315,K550,6623
1316,K551,1201
1317,K552,2475
1318,K558,882
1319,K559,401
1320,K560,1869
1321,K561,2747
1322,K562,4817
1323,K563,191
1324,K564,14472
1325,K565,16078
1326,K566,32354
1327,K567,445
1328,K570,781
1329,K571,913
1330,K572,12216
1331,K573,151963
1332,K574,999
1333,K575,1412
1334,K578,410
1335,K579,1671
1336,K580,13369
1337,K589,22282
1338,K590,42564
1339,K591,15274
1340,K592,185
1341,K593,4491
1342,K594,157
1343,K598,19829
1344,K599,5153
1345,K600,1961
1346,K601,5590
1347,K602,5253
1348,K603,14609
1349,K604,502
1350,K605,729
1351,K610,14866
1352,K611,662
1353,K612,974
1354,K613,550
1355,K614,176
1356,K620,1148
1357,K621,27514
1358,K622,488
1359,K623,3205
1360,K624,2785
1361,K625,58066
1362,K626,1211
1363,K627,3031
1364,K628,6309
1365,K630,1157
1366,K631,1192
1367,K632,2435
1368,K633,1378
1369,K634,0
1370,K635,25526
1371,K638,4344
1372,K640,9129
1373,K641,7587
1374,K642,11285
1375,K643,8596
1376,K644,672
1377,K645,1104
1378,K648,15208
1379,K649,10606
1380,K650,9249
1381,K658,1990
1382,K659,407
1383,K660,1116
1384,K661,1501
1385,K668,1441
1386,K670,18
1387,K671,15
1388,K673,27
1389,K678,17
1390,K700,583
1391,K701,3229
1392,K702,157
1393,K703,12313
1394,K704,4592
1395,K709,98
1396,K710,1376
1397,K711,275
1398,K712,1095
1399,K713,55
1400,K714,15
1401,K715,40
1402,K716,367
1403,K717,208
1404,K718,81
1405,K719,132
1406,K720,5124
1407,K721,765
1408,K729,1847
1409,K730,78
1410,K731,32
1411,K732,207
1412,K738,169
1413,K739,201
1414,K740,974
1415,K741,29
1416,K742,32
1417,K743,522
1418,K744,111
1419,K745,67
1420,K746,4504
1421,K750,2390
1422,K751,30
1423,K752,197
1424,K753,87
1425,K754,798
1426,K758,542
1427,K759,254
1428,K760,2039
1429,K761,217
1430,K762,17
1431,K763,28
1432,K764,33
1433,K765,29
1434,K766,2139
1435,K767,699
1436,K768,1586
1437,K770,306
1438,K778,178
1439,K800,30671
1440,K801,48152
1441,K802,36482
1442,K803,11044
1443,K804,5917
1444,K805,19041
1445,K808,776
1446,K810,13362
1447,K811,10922
1448,K818,1257
1449,K819,658
1450,K820,103
1451,K821,1027
1452,K822,101
1453,K823,238
1454,K824,851
1455,K828,653
1456,K830,9370
1457,K831,10062
1458,K832,111
1459,K833,588
1460,K834,319
1461,K835,738
1462,K838,2590
1463,K850,4278
1464,K851,11818
1465,K852,8864
1466,K853,606
1467,K858,6795
1468,K859,5485
1469,K860,2034
1470,K861,1645
1471,K862,4501
1472,K863,1277
1473,K868,2137
1474,K871,178
1475,K900,1737
1476,K901,0
1477,K902,0
1478,K903,22
1479,K904,1230
1480,K908,213
1481,K909,105
1482,K910,752
1483,K911,443
1484,K912,491
1485,K913,1582
1486,K914,2065
1487,K915,293
1488,K918,1227
1489,K920,7635
1490,K921,9987
1491,K922,7278
1492,K928,921
1493,K930,33
1494,K931,0
1495,L010,491
1496,L011,265
1497,L020,1709
1498,L021,1623
1499,L022,15663
1500,L023,4670
1501,L024,16484
1502,L028,2512
1503,L029,1380
1504,L030,18802
1505,L031,2189
1506,L032,2161
1507,L033,686
1508,L038,829
1509,L039,512
1510,L040,1513
1511,L041,202
1512,L042,363
1513,L043,194
1514,L048,124
1515,L049,176
1516,L050,21707
1517,L059,17970
1518,L080,886
1519,L088,6227
1520,L089,653
1521,L100,258
1522,L101,0
1523,L102,0
1524,L103,0
1525,L104,11
1526,L105,0
1527,L108,57
1528,L109,54
1529,L110,49
1530,L111,12
1531,L118,0
1532,L120,2351
1533,L121,296
1534,L122,0
1535,L123,101
1536,L128,71
1537,L129,68
1538,L130,32
1539,L131,44
1540,L138,231
1541,L139,252
1542,L200,46
1543,L208,789
1544,L209,761
1545,L210,0
1546,L211,24
1547,L218,24
1548,L219,19
1549,L230,12
1550,L231,30
1551,L232,66
1552,L233,131
1553,L234,27
1554,L235,41
1555,L236,12
1556,L237,30
1557,L238,103
1558,L239,229
1559,L240,0
1560,L243,0
1561,L244,28
1562,L245,0
1563,L247,0
1564,L248,31
1565,L249,53
1566,L250,24
1567,L251,39
1568,L252,0
